2025-11-13 22:49:01,416 [INFO] offlline_simulations: 2025-11-13 22:49:24 | Window=0 | Trial=1 | tx_power_dbm=29.62 | obss_pd_dbm=-73.81 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:02,391 [INFO] offlline_simulations: 2025-11-14 23:01:35 | Window=0 | Trial=29 | tx_power_dbm=21.33 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=151.468 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:03,371 [INFO] offlline_simulations: 2025-11-14 23:01:47 | Window=0 | Trial=30 | tx_power_dbm=29.19 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:04,241 [INFO] offlline_simulations: 2025-11-14 23:01:58 | Window=0 | Trial=31 | tx_power_dbm=29.21 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:05,119 [INFO] offlline_simulations: 2025-11-14 23:02:08 | Window=0 | Trial=32 | tx_power_dbm=29.21 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:06,150 [INFO] offlline_simulations: 2025-11-14 23:02:21 | Window=0 | Trial=33 | tx_power_dbm=29.21 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:06,992 [INFO] offlline_simulations: 2025-11-14 23:02:31 | Window=0 | Trial=34 | tx_power_dbm=29.21 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:07,893 [INFO] offlline_simulations: 2025-11-14 23:02:41 | Window=0 | Trial=35 | tx_power_dbm=29.21 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:08,880 [INFO] offlline_simulations: 2025-11-14 23:02:53 | Window=0 | Trial=36 | tx_power_dbm=29.20 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:09,744 [INFO] offlline_simulations: 2025-11-14 23:03:04 | Window=0 | Trial=37 | tx_power_dbm=29.20 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:10,642 [INFO] offlline_simulations: 2025-11-14 23:03:14 | Window=0 | Trial=38 | tx_power_dbm=29.19 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:11,508 [INFO] offlline_simulations: 2025-11-14 23:03:25 | Window=0 | Trial=39 | tx_power_dbm=29.19 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:12,413 [INFO] offlline_simulations: 2025-11-14 23:03:36 | Window=0 | Trial=40 | tx_power_dbm=29.18 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:13,553 [INFO] offlline_simulations: 2025-11-14 23:03:49 | Window=0 | Trial=41 | tx_power_dbm=29.18 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:14,535 [INFO] offlline_simulations: 2025-11-14 23:04:01 | Window=0 | Trial=42 | tx_power_dbm=29.17 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:15,651 [INFO] offlline_simulations: 2025-11-14 23:04:15 | Window=0 | Trial=43 | tx_power_dbm=29.16 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:16,729 [INFO] offlline_simulations: 2025-11-14 23:04:28 | Window=0 | Trial=44 | tx_power_dbm=29.15 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:17,720 [INFO] offlline_simulations: 2025-11-14 23:04:39 | Window=0 | Trial=45 | tx_power_dbm=22.41 | obss_pd_dbm=-84.78 | ch_width=40 | Throughput_p50=153.207 | Retry_p95=99.900 | Client_flags=0.200
2025-11-14 00:50:18,835 [INFO] offlline_simulations: 2025-11-14 23:04:53 | Window=0 | Trial=46 | tx_power_dbm=17.00 | obss_pd_dbm=-90.40 | ch_width=20 | Throughput_p50=88.297 | Retry_p95=99.900 | Client_flags=0.640
2025-11-14 00:50:20,075 [INFO] offlline_simulations: 2025-11-14 23:05:08 | Window=0 | Trial=47 | tx_power_dbm=22.36 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=88.297 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:21,213 [INFO] offlline_simulations: 2025-11-14 23:05:21 | Window=0 | Trial=48 | tx_power_dbm=29.21 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=129.835 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:22,765 [INFO] offlline_simulations: 2025-11-14 23:05:40 | Window=0 | Trial=49 | tx_power_dbm=21.23 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:23,847 [INFO] offlline_simulations: 2025-11-14 23:05:53 | Window=0 | Trial=50 | tx_power_dbm=21.23 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
