"No.","Time","Source","Destination","Protocol","Length","Info","rssi"
"281","2.773863","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-52,-59,-52,-83,-83"
"282","2.792254","Ubiquiti_8b:44:1d","Broadcast","802.11","190","Data, SN=1014, FN=0, Flags=.pm...F.","-78,-88,-82,-83,-83"
"283","2.793863","Ubiquiti_8b:44:1d","Broadcast","802.11","236","Data, SN=1015, FN=0, Flags=.p....F.","-77,-83,-80,-83,-83"
"284","2.822567","10.201.6.201","224.0.0.251","MDNS","205","Standard query 0x0000 SRV Canon GX6000 series._ipp._tcp.local, ""QU"" question SRV Canon GX6000 series._ipps._tcp.local, ""QU"" question","-79,-89,-88,-83,-83"
"285","2.826527","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1022, FN=0, Flags=.p....F.",""
"286","2.826604","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-48,-44,-83,-83"
"287","2.833497","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-47,-42,-83,-83"
"288","2.833469","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1023, FN=0, Flags=.p....F.",""
"291","2.845508","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1024, FN=0, Flags=.p....F.",""
"292","2.845588","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-42,-83,-83"
"293","2.846198","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","406","Data, SN=1025, FN=0, Flags=.p....F.",""
"294","2.846254","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-47,-42,-83,-83"
"295","2.846339","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","116","Data, SN=1026, FN=0, Flags=.p....F.",""
"296","2.846385","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-42,-83,-83"
"300","2.852985","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","169","Data, SN=2512, FN=0, Flags=.p....F.",""
"301","2.853028","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-54,-41,-83,-83"
"302","2.857870","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1027, FN=0, Flags=.p....F.",""
"303","2.857927","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-42,-83,-83"
"304","2.891629","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","101","Data, SN=2916, FN=0, Flags=.p....F.",""
"305","2.891717","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-52,-59,-53,-83,-83"
"307","2.897037","Ubiquiti_8b:44:1d","Broadcast","802.11","190","Data, SN=1019, FN=0, Flags=.pm...F.","-77,-87,-81,-83,-83"
"312","2.979107","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1028, FN=0, Flags=.p....F.",""
"313","2.979186","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-42,-83,-83"
"314","2.987462","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1029, FN=0, Flags=.p....F.",""
"315","2.987553","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-46,-43,-83,-83"
"317","3.002042","Ubiquiti_8b:44:1d","Broadcast","802.11","190","Data, SN=1030, FN=0, Flags=.pm...F.","-80,-95,-89,-83,-83"
"318","3.008259","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1030, FN=0, Flags=.p....F.",""
"319","3.008341","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-46,-44,-83,-83"
"320","3.013213","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-46,-42,-83,-83"
"321","3.013186","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","85","Data, SN=1031, FN=0, Flags=.p....F.",""
"322","3.013284","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-43,-83,-83"
"323","3.013267","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","85","Data, SN=1032, FN=0, Flags=.p....F.",""
"326","3.050505","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1033, FN=0, Flags=.p....F.",""
"327","3.050584","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-46,-42,-83,-83"
"329","3.099722","DallasSemico_34:53:ce","Broadcast","802.11","355","Data, SN=1034, FN=0, Flags=.pm...F.","-77,-86,-81,-83,-83"
"331","3.112902","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","94","Data, SN=2917, FN=0, Flags=.p....F.",""
"332","3.112962","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-52,-55,-54,-83,-83"
"334","3.119337","Ubiquiti_8b:44:1d","Broadcast","802.11","190","Data, SN=1042, FN=0, Flags=.p....F.","-77,-87,-81,-83,-83"
"335","3.147308","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","1198","Data, SN=2918, FN=0, Flags=.p....F.",""
"336","3.147379","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-52,-55,-55,-83,-83"
"338","3.160676","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1034, FN=0, Flags=.p....F.",""
"339","3.160752","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-42,-83,-83"
"340","3.161795","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1035, FN=0, Flags=.p....F.",""
"341","3.161872","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-42,-83,-83"
"343","3.195801","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","97","Data, SN=2919, FN=0, Flags=.p....F.",""
"344","3.195865","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-52,-55,-54,-83,-83"
"345","3.203963","DallasSemico_34:53:ed","Broadcast","802.11","356","Data, SN=1045, FN=0, Flags=.pm...F.","-78,-86,-83,-83,-83"
"346","3.207578","DallasSemico_34:53:ed","Broadcast","802.11","356","Data, SN=1046, FN=0, Flags=.pm...F.","-76,-82,-80,-83,-83"
"348","3.243985","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1036, FN=0, Flags=.p....F.",""
"349","3.244067","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-48,-42,-83,-83"
"350","3.244314","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1037, FN=0, Flags=.p....F.",""
"351","3.244363","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-46,-42,-83,-83"
"353","3.289803","MicroStarINT_a4:0e:87","IPv4mcast_fb","802.11","175","Data, SN=3467, FN=0, Flags=.p....F.","-79,-89,-85,-83,-83"
"354","3.303074","Ubiquiti_8b:44:1d","Broadcast","802.11","236","Data, SN=1049, FN=0, Flags=.pm...F.","-64,-64,-76,-83,-83"
"355","3.308082","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1038, FN=0, Flags=.p....F.",""
"356","3.308156","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-40,-46,-41,-83,-83"
"358","3.359738","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","97","Data, SN=1039, FN=0, Flags=.p....F.",""
"359","3.359814","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-46,-43,-83,-83"
"360","3.360126","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1040, FN=0, Flags=.p....F.",""
"361","3.360173","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-42,-83,-83"
"363","3.385620","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1041, FN=0, Flags=.p....F.",""
"364","3.385708","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-40,-45,-41,-83,-83"
"366","3.450548","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1042, FN=0, Flags=.p....F.",""
"367","3.450636","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-47,-44,-83,-83"
"368","3.483776","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1043, FN=0, Flags=.p....F.",""
"369","3.483857","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-47,-43,-83,-83"
"378","3.503838","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1044, FN=0, Flags=.p....F.",""
"379","3.503908","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-43,-83,-83"
"381","3.513586","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","85","Data, SN=1045, FN=0, Flags=.p....F.",""
"382","3.513730","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-42,-83,-83"
"383","3.513936","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-46,-43,-83,-83"
"384","3.513913","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","85","Data, SN=1046, FN=0, Flags=.p....F.",""
"385","3.514202","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","85","Data, SN=1047, FN=0, Flags=.p....F.",""
"386","3.514253","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-47,-43,-83,-83"
"387","3.514687","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-43,-83,-83"
"388","3.514662","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","85","Data, SN=1048, FN=0, Flags=.p....F.",""
"389","3.514937","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","85","Data, SN=1049, FN=0, Flags=.p....F.",""
"390","3.514983","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-47,-43,-83,-83"
"391","3.515628","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-47,-43,-83,-83"
"392","3.515606","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","85","Data, SN=1050, FN=0, Flags=.p....F.",""
"393","3.515704","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-40,-44,-41,-83,-83"
"394","3.515684","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","85","Data, SN=1051, FN=0, Flags=.p....F.",""
"397","3.527737","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-48,-43,-83,-83"
"398","3.527704","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1052, FN=0, Flags=.p....F.",""
"400","3.563446","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-42,-83,-83"
"401","3.563412","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","85","Data, SN=819, FN=0, Flags=.p....F.",""
"402","3.574906","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1001","Data, SN=820, FN=0, Flags=.p....F.",""
"403","3.574973","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-40,-47,-41,-83,-83"
"404","3.575030","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","123","Data, SN=821, FN=0, Flags=.p....F.",""
"405","3.575075","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-40,-46,-41,-83,-83"
"407","3.627741","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1053, FN=0, Flags=.p....F.",""
"408","3.627813","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-48,-44,-83,-83"
"409","3.659973","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1054, FN=0, Flags=.p....F.",""
"410","3.660037","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-46,-42,-83,-83"
"412","3.669314","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1055, FN=0, Flags=.p....F.",""
"413","3.669392","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-46,-42,-83,-83"
"414","3.691437","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1056, FN=0, Flags=.p....F.",""
"415","3.691518","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-46,-42,-83,-83"
"417","3.706266","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","487","Data, SN=1057, FN=0, Flags=.p....F.",""
"418","3.706332","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-43,-83,-83"
"419","3.706529","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","387","Data, SN=1058, FN=0, Flags=.p....F.",""
"420","3.706597","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-47,-43,-83,-83"
"421","3.706673","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","116","Data, SN=1059, FN=0, Flags=.p....F.",""
"422","3.706718","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-46,-44,-83,-83"
"424","3.735218","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-40,-45,-41,-83,-83"
"425","3.735181","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1060, FN=0, Flags=.p....F.",""
"428","3.802752","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1061, FN=0, Flags=.p....F.",""
"429","3.802822","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-48,-43,-83,-83"
"430","3.803092","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1062, FN=0, Flags=.p....F.",""
"431","3.803141","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-49,-44,-83,-83"
"432","3.810475","Ubiquiti_8b:44:1d","Broadcast","802.11","190","Data, SN=1063, FN=0, Flags=.pm...F.","-78,-86,-83,-83,-83"
"434","3.813603","Ubiquiti_8b:44:1d","Broadcast","802.11","190","Data, SN=1065, FN=0, Flags=.p....F.","-74,-79,-76,-83,-83"
"435","3.836744","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-46,-42,-83,-83"
"436","3.836708","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1063, FN=0, Flags=.p....F.",""
"437","3.836951","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1064, FN=0, Flags=.p....F.",""
"438","3.837000","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-46,-42,-83,-83"
"440","3.842336","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1065, FN=0, Flags=.p....F.",""
"441","3.842428","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-48,-42,-83,-83"
"442","3.866311","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1066, FN=0, Flags=.p....F.",""
"443","3.866371","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-48,-44,-83,-83"
"445","3.915362","DallasSemico_34:4e:85","Broadcast","802.11","356","Data, SN=1067, FN=0, Flags=.pm...F.","-78,-86,-82,-83,-83"
"446","3.920763","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1067, FN=0, Flags=.p....F.",""
"447","3.920843","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-48,-44,-83,-83"
"448","3.921102","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1068, FN=0, Flags=.p....F.",""
"449","3.921152","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-46,-43,-83,-83"
"450","3.922415","Ubiquiti_8b:44:1d","Broadcast","802.11","190","Data, SN=1070, FN=0, Flags=.pm...F.","-76,-80,-80,-83,-83"
"452","3.953704","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1069, FN=0, Flags=.p....F.",""
"453","3.953773","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-47,-43,-83,-83"
"454","3.954050","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1070, FN=0, Flags=.p....F.",""
"455","3.954102","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-46,-43,-83,-83"
"457","3.987732","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1071, FN=0, Flags=.p....F.",""
"458","3.987812","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-47,-44,-83,-83"
"459","3.988070","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1072, FN=0, Flags=.p....F.",""
"460","3.988117","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-49,-43,-83,-83"
"462","4.010706","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1073, FN=0, Flags=.p....F.",""
"463","4.010780","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-49,-43,-83,-83"
"464","4.011046","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1074, FN=0, Flags=.p....F.",""
"465","4.011091","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-47,-44,-83,-83"
"467","4.020324","DallasSemico_34:53:ce","Broadcast","802.11","355","Data, SN=1074, FN=0, Flags=.pm...F.","-78,-86,-84,-83,-83"
"468","4.063789","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1075, FN=0, Flags=.p....F.",""
"469","4.063872","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-47,-43,-83,-83"
"470","4.064122","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1076, FN=0, Flags=.p....F.",""
"471","4.064181","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-46,-44,-83,-83"
"473","4.130400","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-48,-43,-83,-83"
"474","4.130372","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1077, FN=0, Flags=.p....F.",""
"475","4.130640","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1078, FN=0, Flags=.p....F.",""
"476","4.130695","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-46,-43,-83,-83"
"478","4.157584","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","150","Data, SN=1079, FN=0, Flags=.p....F.",""
"479","4.157666","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-45,-43,-83,-83"
"481","4.163996","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","85","Data, SN=1456, FN=0, Flags=.p....F.",""
"482","4.164058","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-51,-53,-54,-83,-83"
"483","4.206264","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1080, FN=0, Flags=.p....F.",""
"484","4.206355","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-48,-44,-83,-83"
"485","4.206679","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1081, FN=0, Flags=.p....F.",""
"486","4.206758","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-47,-44,-83,-83"
"488","4.217027","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","200","Data, SN=1457, FN=0, Flags=.p....F.",""
"489","4.217098","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-51,-54,-54,-83,-83"
"490","4.226800","DallasSemico_34:53:ed","Broadcast","802.11","356","Data, SN=1081, FN=0, Flags=.pm...F.","-79,-87,-84,-83,-83"
"491","4.239329","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1082, FN=0, Flags=.p....F.",""
"492","4.239397","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-49,-45,-83,-83"
"495","4.276727","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-49,-45,-83,-83"
"496","4.276691","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1083, FN=0, Flags=.p....F.",""
"497","4.276918","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1084, FN=0, Flags=.p....F.",""
"498","4.276973","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-49,-44,-83,-83"
"500","4.308453","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1085, FN=0, Flags=.p....F.",""
"501","4.308534","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-48,-44,-83,-83"
"503","4.322378","Ubiquiti_8b:44:1d","Broadcast","802.11","190","Data, SN=1085, FN=0, Flags=.pm...F.","-74,-78,-78,-83,-83"
"504","4.347943","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1086, FN=0, Flags=.p....F.",""
"505","4.348021","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-49,-45,-83,-83"
"506","4.348282","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1087, FN=0, Flags=.p....F.",""
"507","4.348328","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-47,-44,-83,-83"
"509","4.381817","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1088, FN=0, Flags=.p....F.",""
"510","4.381888","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-49,-44,-83,-83"
"511","4.382156","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1089, FN=0, Flags=.p....F.",""
"512","4.382203","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"514","4.419158","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-48,-44,-83,-83"
"515","4.419124","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1090, FN=0, Flags=.p....F.",""
"517","4.424163","Ubiquiti_8b:44:1d","Broadcast","802.11","190","Data, SN=1092, FN=0, Flags=.pm...F.","-77,-86,-81,-83,-83"
"518","4.453492","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1091, FN=0, Flags=.p....F.",""
"519","4.453574","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-46,-43,-83,-83"
